REGION,ISLAND,SEC_NAME,REEF_ZONE,DEPTH_BIN,AREA_HA,NH,RAMP_BASIC,MARI2011,MARI2014,TUT10_12,AS_SANCTUARY,REP_CARD,A_BENTHIC_REP_CARD,BENTHIC_SEC_CODE,GEN_MHI_STRUCTURE,PROTECTION_DS,NOTES
NWHI,Raita,Raita,Forereef,Deep,3118.12,3118,Raita,Raita,Raita,Raita,Raita,NWHI_NOT_NCRMP,Raita,Raita,,BANK,
NWHI,Raita,Raita,Forereef,Mid,335.75,336,Raita,Raita,Raita,Raita,Raita,NWHI_NOT_NCRMP,Raita,Raita,,BANK,
NWHI,StRogatine,StRogatine,Forereef,Deep,1726.935,1727,StRogatine,StRogatine,StRogatine,StRogatine,StRogatine,NWHI_NOT_NCRMP,StRogatine,StRogatine,,BANK,
PRIAs,Baker,Baker,Forereef,Deep,60.02154356,240,Baker,Baker,Baker,Baker,Baker,How_Bak,BAK,BAK,,PRIMNM,
PRIAs,Baker,Baker,Forereef,Mid,118.6325616,475,Baker,Baker,Baker,Baker,Baker,How_Bak,BAK,BAK,,PRIMNM,
PRIAs,Baker,Baker,Forereef,Shallow,211.6216964,846,Baker,Baker,Baker,Baker,Baker,How_Bak,BAK,BAK,,PRIMNM,
PRIAs,Howland,Howland,Forereef,Deep,18.78664183,75,Howland,Howland,Howland,Howland,Howland,How_Bak,HOW,HOW,,PRIMNM,
PRIAs,Howland,Howland,Forereef,Mid,40.21083959,161,Howland,Howland,Howland,Howland,Howland,How_Bak,HOW,HOW,,PRIMNM,
PRIAs,Howland,Howland,Forereef,Shallow,113.8553854,455,Howland,Howland,Howland,Howland,Howland,How_Bak,HOW,HOW,,PRIMNM,
PRIAs,Jarvis,Jarvis,Forereef,Deep,19.64306398,79,Jarvis,Jarvis,Jarvis,Jarvis,Jarvis,Jarvis,JAR,JAR,,PRIMNM,
PRIAs,Jarvis,Jarvis,Forereef,Mid,191.1130626,764,Jarvis,Jarvis,Jarvis,Jarvis,Jarvis,Jarvis,JAR,JAR,,PRIMNM,
PRIAs,Jarvis,Jarvis,Forereef,Shallow,155.1495257,621,Jarvis,Jarvis,Jarvis,Jarvis,Jarvis,Jarvis,JAR,JAR,,PRIMNM,
PRIAs,Johnston,Johnston,Backreef,Mid,24.08,96,Johnston,Johnston,Johnston,Johnston,Johnston,Johnston,JOH,JOH,,PRIMNM,Assumes 80% hard - should pool this very small amout of mid with shallow
PRIAs,Johnston,Johnston,Backreef,Shallow,333.2,1333,Johnston,Johnston,Johnston,Johnston,Johnston,Johnston,JOH,JOH,,PRIMNM,Assumes 80% hard
PRIAs,Johnston,Johnston,Forereef,Deep,107.38,430,Johnston,Johnston,Johnston,Johnston,Johnston,Johnston,JOH,JOH,,PRIMNM,Assumes 98% hardbottom
PRIAs,Johnston,Johnston,Forereef,Mid,242.05,968,Johnston,Johnston,Johnston,Johnston,Johnston,Johnston,JOH,JOH,,PRIMNM,Assumes 98% hardbottom
PRIAs,Johnston,Johnston,Forereef,Shallow,283.22,1133,Johnston,Johnston,Johnston,Johnston,Johnston,Johnston,JOH,JOH,,PRIMNM,Assumes 98% hardbottom
PRIAs,Johnston,Johnston,Lagoon,Deep,7.76,31,Johnston,Johnston,Johnston,Johnston,Johnston,Johnston,JOH,JOH,,PRIMNM,Assumes 45% hardbottom - should definitely pool lagoon deep with lagoon moderate
PRIAs,Johnston,Johnston,Lagoon,Mid,1630.99,6524,Johnston,Johnston,Johnston,Johnston,Johnston,Johnston,JOH,JOH,,PRIMNM,Assumes 45% hardbottom
PRIAs,Johnston,Johnston,Lagoon,Shallow,1273.9,5096,Johnston,Johnston,Johnston,Johnston,Johnston,Johnston,JOH,JOH,,PRIMNM,Assumes 45% hardbottom
PRIAs,Johnston,Johnston,Protected Slope,Deep,3223.37,NA,Johnston,Johnston,Johnston,Johnston,Johnston,Johnston,JOH,JOH,NA,NA,Assumes 50% hardbottom
PRIAs,Johnston,Johnston,Protected Slope,Mid,2711.37,NA,Johnston,Johnston,Johnston,Johnston,Johnston,Johnston,JOH,JOH,NA,NA,Assumes 50% hardbottom
PRIAs,Johnston,Johnston,Protected Slope,Shallow,6.88,NA,Johnston,Johnston,Johnston,Johnston,Johnston,Johnston,JOH,JOH,NA,NA,Assumes 50% hardbottom - should pool shallow protected with mid
PRIAs,Kingman,Kingman,Backreef,Deep,50.25,163,Kingman,Kingman,Kingman,Kingman,Kingman,King_Pal,KIN,KIN,,PRIMNM,From Grids ASSUMES 90% Hard
PRIAs,Kingman,Kingman,Backreef,Mid,203.25,739,Kingman,Kingman,Kingman,Kingman,Kingman,King_Pal,KIN,KIN,,PRIMNM,From Grids ASSUMES 90% Hard
PRIAs,Kingman,Kingman,Backreef,Shallow,380.75,989,Kingman,Kingman,Kingman,Kingman,Kingman,King_Pal,KIN,KIN,,PRIMNM,From Grids ASSUMES 90% Hard
PRIAs,Kingman,Kingman,Forereef,Deep,46.75,285,Kingman,Kingman,Kingman,Kingman,Kingman,King_Pal,KIN,KIN,,PRIMNM,From Grids ASSUMES 99% Hard
PRIAs,Kingman,Kingman,Forereef,Mid,282.5,2236,Kingman,Kingman,Kingman,Kingman,Kingman,King_Pal,KIN,KIN,,PRIMNM,From Grids ASSUMES 99% Hard
PRIAs,Kingman,Kingman,Forereef,Shallow,279,1140,Kingman,Kingman,Kingman,Kingman,Kingman,King_Pal,KIN,KIN,,PRIMNM,From Grids ASSUMES 99% Hard
PRIAs,Kingman,Kingman,Lagoon,Deep,876.75,4052,Kingman,Kingman,Kingman,Kingman,Kingman,King_Pal,KIN,KIN,,PRIMNM,From Grids Assumes 60% hard bottom
PRIAs,Kingman,Kingman,Lagoon,Mid,74.75,304,Kingman,Kingman,Kingman,Kingman,Kingman,King_Pal,KIN,KIN,,PRIMNM,From Grids Assumes 60% hard bottom
PRIAs,Kingman,Kingman,Lagoon,Shallow,0.25,2,Kingman,Kingman,Kingman,Kingman,Kingman,King_Pal,KIN,KIN,,PRIMNM,From Grids Assumes 60% hard bottom
PRIAs,Kingman,Kingman,Protected Slope,Deep,229,756,Kingman,Kingman,Kingman,Kingman,Kingman,King_Pal,KIN,KIN,NA,PRIMNM,From Grids ASSUMES 90% Hard
PRIAs,Kingman,Kingman,Protected Slope,Mid,1328.25,4786,Kingman,Kingman,Kingman,Kingman,Kingman,King_Pal,KIN,KIN,NA,PRIMNM,From Grids ASSUMES 90% Hard
PRIAs,Kingman,Kingman,Protected Slope,Shallow,19.25,NA,Kingman,Kingman,Kingman,Kingman,Kingman,King_Pal,KIN,KIN,NA,PRIMNM,From Grids ASSUMES 90% Hard
PRIAs,Palmyra,Palmyra,Backreef,Deep,11.58568484,46,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,King_Pal,PAL,PAL,,PRIMNM,
PRIAs,Palmyra,Palmyra,Backreef,Mid,67.99264287,272,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,King_Pal,PAL,PAL,,PRIMNM,
PRIAs,Palmyra,Palmyra,Backreef,Shallow,1246.94781,4988,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,King_Pal,PAL,PAL,,PRIMNM,
PRIAs,Palmyra,Palmyra,Forereef,Deep,623.950261,2496,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,King_Pal,PAL,PAL,,PRIMNM,
PRIAs,Palmyra,Palmyra,Forereef,Mid,1527.372655,6109,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,King_Pal,PAL,PAL,,PRIMNM,
PRIAs,Palmyra,Palmyra,Forereef,Shallow,642.028097,2568,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,King_Pal,PAL,PAL,,PRIMNM,
PRIAs,Palmyra,Palmyra,Lagoon,Mid,54.8903582,220,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,King_Pal,PAL,PAL,,PRIMNM,
PRIAs,Palmyra,Palmyra,Lagoon,Shallow,18.69397438,75,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,King_Pal,PAL,PAL,,PRIMNM,
PRIAs,Palmyra,Palmyra,OTHER,OTHER,19.27986332,NA,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,King_Pal,PAL,PAL,NA,NA,
PRIAs,Wake,Wake,Backreef,Deep,0.008197859,0,Wake,Wake,Wake,Wake,Wake,Wake,WAK,WAK,,PRIMNM,
PRIAs,Wake,Wake,Backreef,Mid,5.530948577,22,Wake,Wake,Wake,Wake,Wake,Wake,WAK,WAK,,PRIMNM,
PRIAs,Wake,Wake,Backreef,Shallow,689.5000228,2758,Wake,Wake,Wake,Wake,Wake,Wake,WAK,WAK,,PRIMNM,
PRIAs,Wake,Wake,Forereef,Deep,59.48386537,238,Wake,Wake,Wake,Wake,Wake,Wake,WAK,WAK,,PRIMNM,
PRIAs,Wake,Wake,Forereef,Mid,102.2772869,409,Wake,Wake,Wake,Wake,Wake,Wake,WAK,WAK,,PRIMNM,
PRIAs,Wake,Wake,Forereef,Shallow,117.9897305,472,Wake,Wake,Wake,Wake,Wake,Wake,WAK,WAK,,PRIMNM,
PRIAs,Wake,Wake,Lagoon,Shallow,307.2366532,1229,Wake,Wake,Wake,Wake,Wake,Wake,WAK,WAK,,PRIMNM,
SAMOA,Ofu & Olosega,Ofu & Olosega,Forereef,Deep,303.685,1215,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,OFU,OFU,0,OPEN,Area calculated from 50*50 grids
SAMOA,Ofu & Olosega,Ofu & Olosega,Forereef,Mid,369.0125,1476,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,OFU,OFU,0,OPEN,Area calculated from 50*50 grids
SAMOA,Ofu & Olosega,Ofu & Olosega,Forereef,Shallow,120.675,483,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,OFU,OFU,0,OPEN,Area calculated from 50*50 grids
SAMOA,Rose,ROS_INNER,Backreef,All,171.3562,685,Rose,Rose,Rose,Rose,ROSE_OTHER,Rose,ROS,ROS,NA,MPA,Area calculated from 50*50 grids
SAMOA,Rose,ROS_INNER,Lagoon,Deep,74.5,298,Rose,Rose,Rose,Rose,ROSE_OTHER,Rose,ROS,ROS,NA,MPA,Area calculated from 50*50 grids
SAMOA,Rose,ROS_INNER,Lagoon,Mid,27.5,110,Rose,Rose,Rose,Rose,ROSE_OTHER,Rose,ROS,ROS,NA,MPA,Area calculated from 50*50 grids
SAMOA,Rose,ROS_INNER,Lagoon,Shallow,2.25,9,Rose,Rose,Rose,Rose,ROSE_OTHER,Rose,ROS,ROS,NA,MPA,Area calculated from 50*50 grids
SAMOA,Rose,ROS_SANCTUARY,Forereef,Deep,16.5025,66,Rose,Rose,Rose,Rose,ROSE_SANCTUARY,Rose,ROS,ROS,NA,MPA,Area calculated from 50*50 grids
SAMOA,Rose,ROS_SANCTUARY,Forereef,Mid,85.3,341,Rose,Rose,Rose,Rose,ROSE_SANCTUARY,Rose,ROS,ROS,NA,MPA,Area calculated from 50*50 grids
SAMOA,Rose,ROS_SANCTUARY,Forereef,Shallow,18.4925,74,Rose,Rose,Rose,Rose,ROSE_SANCTUARY,Rose,ROS,ROS,NA,MPA,Area calculated from 50*50 grids
SAMOA,Rose,ROSE_UNSAMPLED,OTHER,OTHER,46.345,NA,Rose,Rose,Rose,Rose,ROSE_OTHER,Rose,ROS,ROS,NA,MPA,Area calculated from 50*50 grids
SAMOA,South Bank,South Bank,Forereef,Deep,25,NA,South Bank,South Bank,South Bank,South Bank,South Bank,South Bank,South Bank,South Bank,NA,NA,"Arbitrarily setting to 25ha, assuming also that it is all deep .. CRED found it hard to find any bottom < 30m"
SAMOA,Swains,SWA_OPEN,Forereef,Deep,2.930460683,12,Swains,Swains,Swains,SWAINS_OPEN,SWAINS_OPEN,Swains,SWA,SWA,NA,OPEN,
SAMOA,Swains,SWA_OPEN,Forereef,Mid,15.6128307,62,Swains,Swains,Swains,SWAINS_OPEN,SWAINS_OPEN,Swains,SWA,SWA,NA,OPEN,
SAMOA,Swains,SWA_OPEN,Forereef,Shallow,92.22740392,369,Swains,Swains,Swains,SWAINS_OPEN,SWAINS_OPEN,Swains,SWA,SWA,NA,OPEN,
SAMOA,Swains,SWA_SANCTUARY,Forereef,Deep,9.371844797,37,Swains,Swains,Swains,SWAINS_SANCTUARY,SWAINS_SANCTUARY,Swains,SWA,SWA,NA,MPA,
SAMOA,Swains,SWA_SANCTUARY,Forereef,Mid,41.80811022,167,Swains,Swains,Swains,SWAINS_SANCTUARY,SWAINS_SANCTUARY,Swains,SWA,SWA,NA,MPA,
SAMOA,Swains,SWA_SANCTUARY,Forereef,Shallow,118.5523679,474,Swains,Swains,Swains,SWAINS_SANCTUARY,SWAINS_SANCTUARY,Swains,SWA,SWA,NA,MPA,
SAMOA,Tau,TAU_OPEN,Forereef,Deep,179.335,717,Tau,Tau,Tau,Tau,Tau,Tau,TAU,TAU,,OPEN,Area calculated from 50*50 grids
SAMOA,Tau,TAU_OPEN,Forereef,Mid,494.905,1980,Tau,Tau,Tau,Tau,Tau,Tau,TAU,TAU,,OPEN,Area calculated from 50*50 grids
SAMOA,Tau,TAU_OPEN,Forereef,Shallow,119.3825,478,Tau,Tau,Tau,Tau,Tau,Tau,TAU,TAU,,OPEN,Area calculated from 50*50 grids
SAMOA,Tau,TAU_SANCTUARY,Forereef,Deep,24.1775,97,Tau,Tau,Tau,Tau,Tau,Tau,TAU,TAU,NA,MPA,Area calculated from 50*50 grids
SAMOA,Tau,TAU_SANCTUARY,Forereef,Mid,71.735,287,Tau,Tau,Tau,Tau,Tau,Tau,TAU,TAU,NA,MPA,Area calculated from 50*50 grids
SAMOA,Tau,TAU_SANCTUARY,Forereef,Shallow,14.335,57,Tau,Tau,Tau,Tau,Tau,Tau,TAU,TAU,NA,MPA,Area calculated from 50*50 grids
SAMOA,Tutuila,TUT_AUNUU_B,Forereef,Deep,202.8,811,Tutuila,Tutuila,Tutuila,TUT_NE,AUNUU_SANCTUARY_B,TUT_NTH,TUT,TUT,NA,AUNB,
SAMOA,Tutuila,TUT_AUNUU_B,Forereef,Mid,40.8,163,Tutuila,Tutuila,Tutuila,TUT_NE,AUNUU_SANCTUARY_B,TUT_NTH,TUT,TUT,NA,AUNB,
SAMOA,Tutuila,TUT_AUNUU_B,Forereef,Shallow,0.2,1,Tutuila,Tutuila,Tutuila,TUT_NE,AUNUU_SANCTUARY_B,TUT_NTH,TUT,TUT,NA,AUNB,
SAMOA,Tutuila,TUT_FAGATELE,Forereef,Deep,4.5,18,Tutuila,Tutuila,Tutuila,TUT_SW,FAGATELE_SANCTUARY,TUT_STH,TUT,TUT,NA,FAGA,
SAMOA,Tutuila,TUT_FAGATELE,Forereef,Mid,20.2,81,Tutuila,Tutuila,Tutuila,TUT_SW,FAGATELE_SANCTUARY,TUT_STH,TUT,TUT,NA,FAGA,
SAMOA,Tutuila,TUT_FAGATELE,Forereef,Shallow,9.4,38,Tutuila,Tutuila,Tutuila,TUT_SW,FAGATELE_SANCTUARY,TUT_STH,TUT,TUT,NA,FAGA,
SAMOA,Tutuila,TUT_NE_OPEN,Forereef,Deep,372.8,1174,Tutuila,Tutuila,Tutuila,TUT_NE,TUT_NE_OTH,TUT_NTH,TUT,TUT,NA,OPEN,
SAMOA,Tutuila,TUT_NE_OPEN,Forereef,Mid,425,1094,Tutuila,Tutuila,Tutuila,TUT_NE,TUT_NE_OTH,TUT_NTH,TUT,TUT,NA,OPEN,
SAMOA,Tutuila,TUT_NE_OPEN,Forereef,Shallow,272.9,1001,Tutuila,Tutuila,Tutuila,TUT_NE,TUT_NE_OTH,TUT_NTH,TUT,TUT,NA,OPEN,
SAMOA,Tutuila,TUT_NW_OPEN,Forereef,Deep,257.7,1031,Tutuila,Tutuila,Tutuila,TUT_NW,TUT_NW,TUT_NTH,TUT,TUT,NA,OPEN,
SAMOA,Tutuila,TUT_NW_OPEN,Forereef,Mid,220.3,881,Tutuila,Tutuila,Tutuila,TUT_NW,TUT_NW,TUT_NTH,TUT,TUT,NA,OPEN,
SAMOA,Tutuila,TUT_NW_OPEN,Forereef,Shallow,130.4,522,Tutuila,Tutuila,Tutuila,TUT_NW,TUT_NW,TUT_NTH,TUT,TUT,NA,OPEN,
SAMOA,Tutuila,TUT_PAGOPAGO,Forereef,Deep,9.7,NA,Tutuila,Tutuila,Tutuila,TUT_PAGOPAGO,TUT_PAGOPAGO,TUT_NOT,TUT,TUT,NA,OPEN,
SAMOA,Tutuila,TUT_PAGOPAGO,Forereef,Mid,29.4,NA,Tutuila,Tutuila,Tutuila,TUT_PAGOPAGO,TUT_PAGOPAGO,TUT_NOT,TUT,TUT,NA,OPEN,
SAMOA,Tutuila,TUT_PAGOPAGO,Forereef,Shallow,59.7,NA,Tutuila,Tutuila,Tutuila,TUT_PAGOPAGO,TUT_PAGOPAGO,TUT_NOT,TUT,TUT,NA,OPEN,
SAMOA,Tutuila,TUT_SE_OPEN,Forereef,Deep,291.8,1167,Tutuila,Tutuila,Tutuila,TUT_SE,TUT_SE,TUT_STH,TUT,TUT,NA,OPEN,
SAMOA,Tutuila,TUT_SE_OPEN,Forereef,Mid,659.5,2638,Tutuila,Tutuila,Tutuila,TUT_SE,TUT_SE,TUT_STH,TUT,TUT,NA,OPEN,
SAMOA,Tutuila,TUT_SE_OPEN,Forereef,Shallow,472.9,1891,Tutuila,Tutuila,Tutuila,TUT_SE,TUT_SE,TUT_STH,TUT,TUT,NA,OPEN,
SAMOA,Tutuila,TUT_SW_OPEN,Forereef,Deep,266.2,1034,Tutuila,Tutuila,Tutuila,TUT_SW,TUT_SW_OTH,TUT_STH,TUT,TUT,NA,OPEN,
SAMOA,Tutuila,TUT_SW_OPEN,Forereef,Mid,227.5,799,Tutuila,Tutuila,Tutuila,TUT_SW,TUT_SW_OTH,TUT_STH,TUT,TUT,NA,OPEN,
SAMOA,Tutuila,TUT_SW_OPEN,Forereef,Shallow,208.8,809,Tutuila,Tutuila,Tutuila,TUT_SW,TUT_SW_OTH,TUT_STH,TUT,TUT,NA,OPEN,
